Word		Original_feature		Predicted_feature
ने		psp		psp
बताया		v		v
है		v		v
कि		avy		avy
बोर्ड		n		n
के		psp		psp
चेयरमैन		n		n
शहरयार		n		n
खान		n		n
ने		psp		psp
पाकिस्तान		n		n
में		psp		psp
जारी		adj		adj
क्रिकेट		n		n
मैचों		n		n
को		psp		psp
देखने		v		v
के		psp		psp
लिए		psp		psp
राहुल		n		n
व		avy		avy
प्रियंका		n		n
को		psp		psp
निमंत्रण		n		n
भेजा		v		v
है		v		v
।		punc		punc
'		punc		punc
दी		n		n
न्यूज		n		n
'		punc		punc
के		psp		psp
मुताबिक		psp		psp
बोर्ड		n		n
द्वारा		psp		psp
सोनिया		n		n
को		psp		psp
भी		avy		avy
निमंत्रण		n		n
भेजे		v		v
जाने		v		v
की		psp		psp
संभावना		n		n
है		v		v
।		punc		punc
उपर्युक्त		adj		adj
लोगों		n		n
के		psp		psp
अलावा		psp		psp
कराची		n		n
में		psp		psp
होने		v		v
वाले		psp		psp
तीसरे		num		num
टेस्ट		n		n
व		avy		avy
उसके		pn		pn
बाद		nst		nst
पांच		num		num
एक		num		num
दिवसीय		adj		adj
मैचों		n		n
को		psp		psp
देखने		v		v
के		psp		psp
लिए		psp		psp
कुछ		avy		avy
पूर्व		adj		adj
टेस्ट		n		n
खिलाड़ियों		n		n
को		psp		psp
भी		avy		avy
आमंत्रित		adj		adj
किया		v		v
गया		v		v
है		v		v
।		punc		punc
राज्यसभा		n		n
में		psp		psp
विपक्ष		n		n
के		psp		psp
नेता		n		n
जसवंत		n		n
सिंह		n		n
ने		psp		psp
शनिवार		n		n
को		psp		psp
तीर्थ		n		n
-		punc		punc
यात्रा		n		n
पर		psp		psp
पाकिस्तान		n		n
जाने		v		v
की		psp		psp
घोषणा		n		n
की		v		v
।		punc		punc
यात्रा		n		n
के		psp		psp
दौरान		nst		nst
वे		pn		pn
मोहम्मद		n		n
अली		n		n
जिन्ना		n		n
की		psp		psp
मज़ार		n		n
पर		psp		psp
भी		avy		avy
जाएँगे		v		v
।		punc		punc
लगभग		avy		avy
एक		num		num
साल		n		n
पूर्व		nst		adj
भाजपा		n		n
के		psp		psp
वरिष्ठ		adj		adj
नेता		n		n
एल.		n		n
के.		n		n
आडवाणी		n		n
द्वारा		psp		psp
जिन्ना		n		n
की		psp		psp
मज़ार		n		n
पर		psp		psp
दिए		v		v
बयान		n		n
से		psp		psp
भाजपा		n		n
में		psp		psp
तूफान		n		n
उठ		v		v
गया		v		v
था		v		v
।		punc		punc
अंततः		adv		adv
पार्टी		n		n
के		psp		psp
अध्यक्ष		n		n
पद		n		n
से		psp		psp
आडवाणी		n		n
को		psp		psp
इस्तीफा		n		n
देने		v		v
पर		psp		psp
मजबूर		adj		adj
होना		v		v
पड़ा		v		v
।		punc		punc
यहाँ		pn		pn
संवाददाताओं		n		n
से		psp		psp
सिंह		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
वे		pn		pn
बलूचिस्तान		n		n
में		psp		psp
स्थित		adj		adj
हिंगलाज		n		n
माता		n		n
के		psp		psp
शक्तिपीठ		n		n
का		psp		psp
दर्शन		n		n
करेंगे		v		v
।		punc		punc
३०		n		n
जनवरी		n		n
को		psp		psp
शुरू		n		n
होकर		v		v
उनकी		pn		pn
यात्रा		n		n
एक		num		num
हफ्ते		n		n
में		psp		psp
समाप्त		adj		adj
होगी		v		v
।		punc		punc
इस		pn		pn
दौरान		nst		nst
वे		pn		pn
शहबाज		n		n
कलंदर		n		n
की		psp		psp
दरगाह		n		n
पर		psp		psp
भी		avy		avy
जाएँगे		v		v
और		avy		avy
जागीर		n		n
व		avy		avy
उमरकोट		n		n
में		psp		psp
अपने		pn		pn
संबंधियों		n		n
से		psp		psp
मिलेंगे		v		v
।		punc		punc
यात्रा		n		n
में		psp		psp
तक़रीबन		avy		avy
१००		num		num
श्रद्धालु		n		n
उनके		pn		pn
साथ		nst		nst
होंगे		v		v
।		punc		punc
उन्होंने		pn		pn
कहा		v		v
कि		avy		avy
पाकिस्तान		n		n
के		psp		psp
राष्ट्रपति		n		n
परवेज़		n		n
मुशर्रफ		n		n
के		psp		psp
सहयोग		n		n
से		psp		psp
मेरी		pn		pn
यात्रा		n		n
संभव		adj		adj
हुई		v		v
है		v		v
।		punc		punc
उन्होंने		pn		pn
व्यक्तिगत		adj		adj
रुचि		n		n
लेकर		v		v
मेरी		pn		pn
यात्रा		n		n
की		psp		psp
अड़चनें		n		n
दूर		nst		nst
करने		v		v
का		psp		psp
प्रयास		n		n
किया		v		v
।		punc		punc
उन्होंने		pn		pn
कहा		v		v
कि		avy		avy
वह		pn		pn
क़ायदेआज़म		n		n
मुहम्मद		n		n
अली		n		n
जिन्ना		n		n
की		psp		psp
मज़ार		n		n
पर		psp		psp
भी		avy		avy
जाएंगे		v		v
।		punc		punc
उन्होंने		pn		pn
बताया		v		v
कि		avy		avy
पाकिस्तान		n		n
का		psp		psp
मेहमान		n		n
होने		v		v
के		psp		psp
नाते		n		psp
वे		pn		pn
मज़ार		n		n
के		psp		psp
दर्शन		n		n
के		psp		psp
मेज़बान		n		n
के		psp		psp
सुझाव		n		n
की		psp		psp
अवहेलना		n		n
नहीं		avy		avy
कर		v		v
सकते		v		v
।		punc		punc
सिंह		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
उन्होंने		pn		pn
अपनी		pn		pn
यात्रा		n		n
की		psp		psp
जानकारी		n		n
पार्टी		n		n
नेताओं		n		n
को		psp		psp
दे		v		v
दी		v		v
है		v		v
।		punc		punc
लिहाज़ा		adv		adv
इस		pn		pn
यात्रा		n		n
के		psp		psp
लिए		psp		psp
पार्टी		n		n
में		psp		psp
किसी		pn		pn
तरह		n		n
का		psp		psp
कोई		pn		pn
विवाद		n		n
नहीं		avy		avy
है		v		v
।		punc		punc
यह		pn		pn
एक		num		num
धार्मिक		adj		adj
यात्रा		n		n
है		v		v
।		punc		punc
बलूचिस्तान		n		n
पर		psp		psp
हाल		n		n
ही		avy		avy
में		psp		psp
अमेरिका		n		n
द्वारा		psp		psp
की		v		v
गई		v		v
टिथी		n		n
के		psp		psp
बारे		psp		psp
में		psp		psp
सिंह		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
वह		pn		pn
पाकिस्तान		n		n
सरकार		n		n
और		avy		avy
बलूचिस्तान		n		n
की		psp		psp
राजनीति		n		n
में		psp		psp
दखल		n		n
नहीं		avy		avy
देंगे		v		v
।		punc		punc
यह		pn		pn
पाकिस्तान		n		n
का		psp		psp
निजी		adj		adj
मसला		n		n
है		v		v
।		punc		punc
जिन्ना		n		n
पर		psp		psp
प्रस्तावित		adj		adj
पुस्तक		n		n
के		psp		psp
बारे		psp		psp
में		psp		psp
उन्होंने		pn		pn
कहा		v		v
कि		avy		avy
यह		pn		pn
राजनीतिक		adj		adj
जीवनी		n		n
होगी		v		v
।		punc		punc
उन्होंने		pn		pn
कहा		v		v
कि		avy		avy
इस		pn		pn
संबंध		n		n
में		psp		psp
शोध		n		n
जारी		adj		adj
है		v		v
और		avy		avy
तीर्थ		n		n
-		punc		punc
यात्रा		n		n
से		psp		psp
लौटने		v		v
के		psp		psp
बाद		nst		nst
मैं		pn		pn
पुस्तक		n		n
लिखना		v		v
शुरू		n		n
करूँगा		v		v
।		punc		punc
उन्होंने		pn		pn
कहा		v		v
कि		avy		avy
मैं		pn		pn
इतिहासकार		n		n
नहीं		avy		avy
हूँ		v		v
,		punc		punc
बल्कि		avy		avy
मौजूदा		adj		adj
राजनीति		n		n
का		psp		psp
छात्र		n		n
हूँ		v		v
।		punc		punc
पिछले		adj		adj
१४		n		n
जून		n		n
को		psp		psp
अगवा		adj		adj
किए		v		v
गए		v		v
छह		num		num
छोटे		adj		adj
व्यापारियों		n		n
की		psp		psp
आतंकियों		n		n
ने		psp		psp
बांग्लादेश		n		n
में		psp		psp
हत्या		n		n
कर		v		v
दी		v		v
।		punc		punc
यह		pn		pn
जानकारी		n		n
सोमवार		n		n
को		psp		psp
पुलिस		n		n
ने		psp		psp
दी		v		v
।		punc		punc
पुलिस		n		n
सूत्रों		n		n
ने		psp		psp
बताया		v		v
कि		avy		avy
२६		n		n
जुलाई		n		n
को		psp		psp
आतंकियों		n		n
द्वारा		psp		psp
मुक्त		adj		adj
किए		v		v
गए		v		v
अन्य		adj		adj
बंधकों		n		n
ने		psp		psp
उन्हें		pn		pn
यह		pn		pn
जानकारी		n		n
दी		v		v
।		punc		punc
जिला		n		n
मजिस्ट्रेट		n		n
ने		psp		psp
बताया		v		v
कि		avy		avy
रिहा		adj		adj
किए		v		v
गए		v		v
व्यापारियों		n		n
का		psp		psp
उत्तरी		adj		adj
त्रिपुरा		n		n
के		psp		psp
सरकारी		adj		adj
अस्पताल		n		n
में		psp		psp
इलाज		n		n
कराया		v		v
जा		v		v
रहा		v		v
है		v		v
।		punc		punc
पुलिस		n		n
ने		psp		psp
बताया		v		v
कि		avy		avy
आतंकियों		n		n
ने		psp		psp
२४		num		num
लोगों		n		n
का		psp		psp
अपहरण		n		n
किया		v		v
था		v		v
,		punc		punc
जिसमें		pn		pn
से		psp		psp
छह		num		num
की		psp		psp
बांग्लादेश		n		n
के		psp		psp
दक्षिण		n		n
पूर्व		n		n
में		psp		psp
स्थित		adj		adj
चिटगाँव		n		n
पहाड़ियों		n		n
में		psp		psp
हत्या		n		n
कर		v		v
दी		v		v
गई		v		v
।		punc		punc
प्रतिबंधित		adj		adj
आदिवासी		adj		adj
गुरिल्लाओं		n		n
ने		psp		psp
२४		num		n
में		psp		psp
१८		num		num
व्यापारियों		n		n
को		psp		psp
हाल		n		n
में		psp		psp
मुक्त		adj		adj
कर		v		v
दिया		v		v
था		v		v
।		punc		punc
इनको		pn		pn
१४		n		n
जून		n		n
को		psp		psp
उत्तरी		adj		adj
त्रिपुरा		n		n
से		psp		psp
अगवा		adj		adj
किया		v		v
गया		v		v
था		v		v
।		punc		punc
अतिरिक्त		adj		adj
संसाधन		n		n
जुटाने		v		v
की		psp		psp
आवश्यकता		n		n
और		avy		avy
चार		num		num
करोड़		num		num
लाभार्थियों		n		n
को		psp		psp
उनके		pn		pn
निवेश		n		n
का		psp		psp
बेहतर		adj		adj
रिटर्न		n		n
देने		v		v
के		psp		psp
लिए		psp		psp
कर्मचारी		n		n
भविष्य		n		n
निधि		n		n
संगठन		n		n
(		punc		punc
ईपीएफओ		n		n
)		punc		punc
के		psp		psp
बोर्ड		n		n
ने		psp		psp
सोमवार		n		n
को		psp		psp
अंतर्राष्ट्रीय		adj		adj
सलाहकार		n		n
फर्म		n		n
मर्सर		n		n
को		psp		psp
नियुक्त		adj		adj
किया		v		v
है		v		v
।		punc		punc
यह		pn		pn
फर्म		n		n
बहुत		avy		avy
आकर्षक		adj		adj
निवेश		n		n
रणनीति		n		n
बनाने		v		v
में		psp		psp
ईपीएफओ		n		n
की		psp		psp
मदद		n		n
करेगी		v		v
।		punc		punc
नियुक्ति		n		n
के		psp		psp
चार		num		num
माह		n		n
के		psp		psp
भीतर		nst		nst
मर्सर		n		n
को		psp		psp
अपनी		pn		pn
रिपोर्ट		n		n
देनी		v		v
है		v		v
और		avy		avy
इसे		pn		pn
सिर्फ		avy		avy
एक		num		num
ही		avy		avy
बार		n		n
में		psp		psp
३४		num		num
लाख		num		num
फीस		n		n
दी		v		v
जाएगी		v		v
।		punc		punc
सीबीटी		n		n
के		psp		psp
इस		pn		pn
फैसले		n		n
का		psp		psp
ज्यादातर		adj		adj
श्रमिक		n		adj
संगठनों		n		n
ने		psp		psp
विरोध		n		n
किया		v		v
।		punc		punc
श्रमिक		n		adj
संगठनों		n		n
का		psp		psp
कहना		v		v
था		v		v
कि		avy		avy
यह		pn		pn
फैसला		n		n
तो		avy		avy
वित्त		n		n
मंत्रालय		n		n
पर		psp		psp
छोड़		v		v
देना		v		v
चाहिए		v		v
जो		pn		pn
ईपीएफ		n		n
निवेश		n		n
की		psp		psp
मंजूरी		n		n
देता		v		v
है		v		v
।		punc		punc
श्रम		n		n
मंत्री		n		n
के.		n		n
चंद्रशेखर		n		n
राव		n		n
ने		psp		psp
सोमवार		n		n
को		psp		psp
पत्रकारों		n		n
को		psp		psp
बताया		v		v
कि		avy		avy
हमने		pn		pn
मर्सर		n		n
मानव		n		n
संसाधन		n		n
सलाहकार		n		n
को		psp		psp
निवेश		n		n
पैटर्न		n		n
बेहतर		adj		adj
बनाने		v		v
के		psp		psp
संबंध		n		n
में		psp		psp
सुझाव		n		n
देने		v		v
को		psp		psp
कहा		v		v
है		v		v
।		punc		punc
यह		pn		pn
पूछे		v		v
जाने		v		v
पर		psp		psp
कि		avy		avy
ईपीएफ		n		n
ब्याज		n		n
दर		n		n
९.५		num		num
फीसदी		n		n
करने		v		v
के		psp		psp
बाद		nst		nst
९२७		num		num
करोड़		num		num
के		psp		psp
घाटे		n		n
को		psp		psp
सरकार		n		n
किस		pn		pn
तरह		n		n
पूरा		adj		adj
करेगी		v		v
राव		n		n
ने		psp		psp
कहा		v		v
,		punc		punc
सरकार		n		n
इस		pn		pn
पैसे		n		n
का		psp		psp
इंतजाम		n		n
करेगी		v		v
।		punc		punc
लोगों		n		n
को		psp		psp
अब		pn		pn
इस		pn		pn
बारे		psp		psp
में		psp		psp
चिंता		n		n
छोड़		v		v
देनी		v		v
चाहिए		v		v
।		punc		punc
उन्होंने		pn		pn
बार		adv		n
-		punc		punc
बार		adv		n
पूछे		v		v
जाने		v		v
के		psp		psp
बावजूद		psp		psp
इन		pn		pn
सवालों		n		n
को		psp		psp
टाल		v		v
दिया		v		v
कि		avy		avy
इससे		pn		pn
उबरने		v		v
के		psp		psp
लिए		psp		psp
क्या		pn		pn
ईपीएफओ		n		n
वित्त		n		n
मंत्रालय		n		n
के		psp		psp
पास		nst		nst
जाएगा		v		v
या		avy		avy
फिर		avy		adv
मार्च		n		n
में		psp		psp
होने		v		v
वाली		psp		psp
सीबीटी		n		n
बैठक		n		n
में		psp		psp
अतिरिक्त		adj		adj
संसाधन		n		n
जुटाने		v		v
के		psp		psp
मुद्दे		n		n
पर		psp		psp
विचार		n		n
होगा		v		v
।		punc		punc
क्योंकि		avy		avy
अभी		pn		pn
चुनाव		n		n
आचार		n		n
संहिता		n		n
लागू		adj		adj
होने		v		v
के		psp		psp
कारण		n		n
इस		pn		pn
संबंध		n		n
में		psp		psp
कोई		pn		pn
घोषणा		n		n
नहीं		avy		avy
हो		v		v
सकती		v		v
।		punc		punc
श्रम		n		n
मंत्री		n		n
राव		n		n
ने		psp		psp
बताया		v		v
कि		avy		avy
मर्सर		n		n
की		psp		psp
रिपोर्ट		n		n
पर		psp		psp
सीबीटी		n		n
निवेश		n		n
पैटर्न		n		n
को		psp		psp
पुनर्गठित		adj		adj
करने		v		v
के		psp		psp
बारे		psp		psp
में		psp		psp
अपना		pn		pn
निर्णय		n		n
लेगा		v		v
।		punc		punc
इसमें		pn		pn
इक्विटी		n		n
,		punc		punc
डाकघर		n		n
में		psp		psp
जमा		n		n
और		avy		avy
एनएससी		n		n
में		psp		psp
निवेश		n		n
शामिल		adj		adj
हैं		v		v
।		punc		punc
सूत्रों		n		n
ने		psp		psp
बताया		v		v
कि		avy		avy
अतिरिक्त		adj		adj
संसाधन		n		n
जुटाने		v		v
के		psp		psp
प्रयासों		n		n
के		psp		psp
तहत		psp		psp
ही		avy		avy
पीएफ		n		n
जमा		adj		n
न		avy		avy
कराने		v		v
वाली		psp		psp
संस्थाओं		n		n
से		psp		psp
एरियर		n		n
वसूलने		v		v
के		psp		psp
लिए		psp		psp
बाकायदा		adv		avy
विशेष		adj		adj
अभियान		n		n
छेड़ा		v		v
जाएगा		v		v
।		punc		punc
सीबीटी		n		n
बैठक		n		n
में		psp		psp
कर्मचारी		n		n
पेंशन		n		n
योजना		n		n
की		psp		psp
मूल्यांकन		n		n
रिपोर्ट		n		n
पर		psp		psp
विचार		n		n
किया		v		v
गया		v		v
।		punc		punc
बताया		v		v
जाता		v		v
है		v		v
कि		avy		avy
रिपोर्ट		n		n
में		psp		psp
घाटा		n		n
दिखाया		v		v
गया		v		v
है		v		v
।		punc		punc
इसका		pn		pn
कारण		n		n
बताते		v		v
हुए		v		v
कहा		v		v
गया		v		v
है		v		v
कि		avy		avy
ब्याज		n		n
दरों		n		n
में		psp		psp
बढ़ोतरी		n		n
और		avy		avy
न्यूनतम		adj		adj
वेतन		n		n
की		psp		psp
सीमा		n		n
५०००		num		num
से		psp		psp
६५००		num		num
किए		v		v
जाने		v		v
के		psp		psp
कारण		n		n
यह		pn		pn
घाटा		n		v
हुआ		v		v
है		v		v
।		punc		punc
प्रधानमंत्री		n		n
पद		n		n
संभालने		v		v
के		psp		psp
बाद		nst		nst
डॉ.		n		n
मनमोहन		n		n
सिंह		n		n
अपनी		pn		pn
राजनीतिक		adj		adj
यात्रा		n		n
का		psp		psp
सिलसिला		n		n
आंध्र		n		n
प्रदेश		n		n
से		psp		psp
शुरू		n		n
करेंगे		v		v
।		punc		punc
वह		pn		pn
अगले		adj		adj
कुछ		avy		avy
दिनों		n		n
में		psp		psp
ही		avy		avy
आंध्र		n		n
प्रदेश		n		n
की		psp		psp
यात्रा		n		n
पर		psp		psp
जाने		v		v
की		psp		psp
तैयारी		n		n
में		psp		psp
हैं		v		v
।		punc		punc
आंध्र		n		n
के		psp		psp
सूखा		adj		n
-		punc		punc
ग्रस्त		adj		adj
इलाके		n		n
उनकी		pn		pn
इस		pn		pn
यात्रा		n		n
में		psp		psp
अहम्		adj		adj
होंगे		v		v
।		punc		punc
जिनमें		pn		pn
रायलसीमा		n		n
,		punc		punc
तेलंगाना		n		n
और		avy		avy
तटीय		adj		adj
आंध्र		n		n
प्रदेश		n		n
उनके		pn		pn
कार्यक्रम		n		n
में		psp		psp
शरीक		n		adj
करने		v		v
के		psp		psp
प्रयास		n		n
किए		v		v
जा		v		v
रहे		v		v
हैं		v		v
।		punc		punc
कांग्रेस		n		n
सूत्रों		n		n
के		psp		psp
मुताबिक		psp		psp
प्रधानमंत्री		n		n
की		psp		psp
इस		pn		pn
यात्रा		n		n
का		psp		psp
अहम्		adj		n
मक़सद		n		n
यह		pn		pn
राजनीतिक		adj		adj
संदेश		n		n
देना		v		v
है		v		v
कि		avy		avy
वह		pn		pn
किसानों		n		n
और		avy		avy
कमजोर		adj		adj
आयवर्ग		n		n
के		psp		psp
लोगों		n		n
के		psp		psp
हितों		n		n
के		psp		psp
प्रति		psp		psp
संवेदनशील		adj		adj
है		v		v
।		punc		punc
ये		pn		pn
वही		pn		pn
इलाक़े		n		n
हैं		v		v
जिनमें		pn		pn
कांग्रेस		n		n
को		psp		psp
जबर्दस्त		adj		adj
समर्थन		n		n
मिला		v		v
है		v		v
और		avy		avy
पिछले		adj		adj
पाँच		num		num
सालों		n		n
में		psp		psp
4000		num		num
से		psp		psp
ज्यादा		avy		avy
लोगों		n		n
ने		psp		psp
आत्महत्याएँ		n		n
की		v		v
हैं		v		v
।		punc		punc
हौलनाक		adj		adj
तथ्य		n		n
यह		pn		pn
है		v		v
कि		avy		avy
कांग्रेस		n		n
सरकार		n		n
आने		v		v
के		psp		psp
बाद		nst		nst
भी		avy		avy
इन		pn		pn
इलाक़ों		n		n
में		psp		psp
गरीबी		n		n
के		psp		psp
शिकार		n		n
लोगों		n		n
की		psp		psp
आत्महत्याएँ		n		n
रुकी		v		v
नहीं		avy		avy
हैं		v		v
।		punc		punc
प्रधानमंत्री		n		n
की		psp		psp
इस		pn		pn
यात्रा		n		n
को		psp		psp
महाराष्ट्र		n		n
के		psp		psp
विधानसभा		n		n
चुनावों		n		n
से		psp		psp
भी		avy		avy
जोड़कर		v		v
देखा		v		v
जा		v		v
रहा		v		v
है		v		v
जिसमें		pn		pn
किसानों		n		n
के		psp		psp
हितों		n		n
पर		psp		psp
ध्यान		n		n
देना		v		v
काफी		avy		avy
महत्वपूर्ण		adj		adj
साबित		adj		adj
होने		v		v
वाला		v		v
है		v		v
