Word		Original_feature		Predicted_feature
पर		UNK		UNK
नहीं		UNK		UNK
पड़ता		wA		wA
है		hE		hE
।		UNK		UNK
उनका		kA		kA
कहना		nA		nA
है		hE		hE
कि		UNK		UNK
उनके		ke		ke
पास		UNK		UNK
ये		UNK		UNK
आँकड़ें		0		0
स्थानीय		UNK		UNK
स्तर		0		0
पर		UNK		UNK
आते		wA		wA
हैं		hE		hE
जो		0		0
पूरी		UNK		UNK
तरह		0		0
से		UNK		UNK
सही		UNK		UNK
होते		wA		wA
हैं		hE		hE
।		UNK		UNK
पाकिस्तान		0		0
क्रिकेट		0		0
बोर्ड		0		0
(		UNK		UNK
पीसीबी		0		0
)		UNK		UNK
ने		UNK		UNK
भारत		0		0
-		UNK		UNK
पाकिस्तान		0		0
क्रिकेट		0		0
मैच		0		0
देखने		nA		nA
के		UNK		UNK
लिए		UNK		UNK
कांग्रेस		0		0
सांसद		0		0
राहुल		0		0
गांधी		0		0
और		UNK		UNK
उनकी		kA		kA
बहन		0		0
प्रियंका		0		0
वाड्रा		0		0
को		UNK		UNK
निमंत्रण		0		0
भेजा		yA		yA
है		hE		hE
।		UNK		UNK
मीडिया		0		0
रिपोर्टों		0		0
के		UNK		UNK
मुताबिक		UNK		UNK
भारत		0		0
के		UNK		UNK
खिलाफ		UNK		UNK
जारी		UNK		UNK
क्रिकेट		0		0
श्रृंखला		0		0
को		UNK		UNK
देखने		nA		nA
के		UNK		UNK
लिए		UNK		UNK
बोर्ड		0		0
द्वारा		UNK		UNK
कांग्रेस		0		0
अध्यक्ष		0		0
सोनिया		0		0
गांधी		0		0
को		UNK		UNK
भी		UNK		UNK
निमंत्रण		0		0
भेजा		yA		yA
जा		0		0
सकता		wA		wA
है		hE		hE
।		UNK		UNK
पीसीबी		0		0
निदेशक		0		0
(		UNK		UNK
बोर्ड		0		0
ऑपरेशंस		0		0
)		UNK		UNK
अब्बास		0		0
जैदी		0		0
के		UNK		UNK
हवाले		UNK		UNK
से		UNK		UNK
एक		UNK		UNK
लोकल		UNK		0
टीवी		0		0
चैनल		0		0
ने		UNK		UNK
बताया		yA		yA
है		hE		hE
कि		UNK		UNK
बोर्ड		0		0
के		UNK		UNK
चेयरमैन		0		0
शहरयार		0		0
खान		0		0
ने		UNK		UNK
पाकिस्तान		0		0
में		UNK		UNK
जारी		UNK		UNK
क्रिकेट		0		0
मैचों		0		0
को		UNK		UNK
देखने		nA		nA
के		UNK		UNK
लिए		UNK		UNK
राहुल		0		0
व		UNK		UNK
प्रियंका		0		0
को		UNK		UNK
निमंत्रण		0		0
भेजा		yA		yA
है		hE		hE
।		UNK		UNK
'		UNK		UNK
दी		0		UNK
न्यूज		0		0
'		UNK		UNK
के		UNK		UNK
मुताबिक		UNK		UNK
बोर्ड		0		0
द्वारा		UNK		UNK
सोनिया		0		0
को		UNK		UNK
भी		UNK		UNK
निमंत्रण		0		0
भेजे		yA		yA
जाने		nA		nA
की		UNK		UNK
संभावना		0		0
है		hE		hE
।		UNK		UNK
उपर्युक्त		UNK		UNK
लोगों		0		0
के		UNK		UNK
अलावा		UNK		UNK
कराची		0		0
में		UNK		UNK
होने		nA		nA
वाले		UNK		UNK
तीसरे		UNK		UNK
टेस्ट		0		0
व		UNK		UNK
उसके		ke		ke
बाद		UNK		UNK
पांच		UNK		UNK
एक		UNK		UNK
दिवसीय		UNK		UNK
मैचों		0		0
को		UNK		UNK
देखने		nA		nA
के		UNK		UNK
लिए		UNK		UNK
कुछ		UNK		UNK
पूर्व		UNK		UNK
टेस्ट		0		0
खिलाड़ियों		0		0
को		UNK		UNK
भी		UNK		UNK
आमंत्रित		UNK		UNK
किया		yA		yA
गया		yA1		yA1
है		hE		hE
।		UNK		UNK
राज्यसभा		0		0
में		UNK		UNK
विपक्ष		0		0
के		UNK		UNK
नेता		0		0
जसवंत		0		0
सिंह		0		0
ने		UNK		UNK
शनिवार		0		0
को		UNK		UNK
तीर्थ		0		0
-		UNK		UNK
यात्रा		0		0
पर		UNK		UNK
पाकिस्तान		0		0
जाने		nA		nA
की		UNK		UNK
घोषणा		0		0
की		yA		yA
।		UNK		UNK
यात्रा		0		0
के		UNK		UNK
दौरान		UNK		UNK
वे		0		0
मोहम्मद		0		0
अली		0		0
जिन्ना		0		0
की		UNK		UNK
मज़ार		0		0
पर		UNK		UNK
भी		UNK		UNK
जाएँगे		gA		gA
।		UNK		UNK
लगभग		UNK		UNK
एक		UNK		UNK
साल		0		0
पूर्व		UNK		UNK
भाजपा		0		0
के		UNK		UNK
वरिष्ठ		UNK		UNK
नेता		0		0
एल.		0		0
के.		0		0
आडवाणी		0		0
द्वारा		UNK		UNK
जिन्ना		0		0
की		UNK		UNK
मज़ार		0		0
पर		UNK		UNK
दिए		yA		yA
बयान		0		0
से		UNK		UNK
भाजपा		0		0
में		UNK		UNK
तूफान		0		0
उठ		0		0
गया		yA1		yA1
था		WA		WA
।		UNK		UNK
अंततः		UNK		UNK
पार्टी		0		0
के		UNK		UNK
अध्यक्ष		0		0
पद		0		0
से		UNK		UNK
आडवाणी		0		0
को		UNK		UNK
इस्तीफा		0		0
देने		nA		nA
पर		UNK		UNK
मजबूर		UNK		UNK
होना		nA		nA
पड़ा		yA		yA
।		UNK		UNK
यहाँ		UNK		UNK
संवाददाताओं		0		0
से		UNK		UNK
सिंह		0		0
ने		UNK		UNK
कहा		yA		yA
कि		UNK		UNK
वे		0		0
बलूचिस्तान		0		0
में		UNK		UNK
स्थित		UNK		UNK
हिंगलाज		0		0
माता		0		0
के		UNK		UNK
शक्तिपीठ		0		0
का		UNK		UNK
दर्शन		0		0
करेंगे		gA		gA
।		UNK		UNK
३०		0		0
जनवरी		0		0
को		UNK		UNK
शुरू		0		0
होकर		kara		kara
उनकी		kA		kA
यात्रा		0		0
एक		UNK		UNK
हफ्ते		0		0
में		UNK		UNK
समाप्त		UNK		UNK
होगी		gA		gA
।		UNK		UNK
इस		UNK		UNK
दौरान		UNK		UNK
वे		0		0
शहबाज		0		0
कलंदर		0		0
की		UNK		UNK
दरगाह		0		0
पर		UNK		UNK
भी		UNK		UNK
जाएँगे		gA		gA
और		UNK		UNK
जागीर		0		0
व		UNK		UNK
उमरकोट		0		0
में		UNK		UNK
अपने		0		0
संबंधियों		0		0
से		UNK		UNK
मिलेंगे		gA		gA
।		UNK		UNK
यात्रा		0		0
में		UNK		UNK
तक़रीबन		UNK		UNK
१००		UNK		UNK
श्रद्धालु		0		0
उनके		ke		ke
साथ		UNK		UNK
होंगे		gA		gA
।		UNK		UNK
उन्होंने		ne		ne
कहा		yA		yA
कि		UNK		UNK
पाकिस्तान		0		0
के		UNK		UNK
राष्ट्रपति		0		0
परवेज़		0		0
मुशर्रफ		0		0
के		UNK		UNK
सहयोग		0		0
से		UNK		UNK
मेरी		kA		kA
यात्रा		0		0
संभव		UNK		UNK
हुई		yA		yA
है		hE		hE
।		UNK		UNK
उन्होंने		ne		ne
व्यक्तिगत		UNK		UNK
रुचि		0		0
लेकर		kara		kara
मेरी		kA		kA
यात्रा		0		0
की		UNK		UNK
अड़चनें		0		0
दूर		UNK		UNK
करने		nA		nA
का		UNK		UNK
प्रयास		0		0
किया		yA		yA
।		UNK		UNK
उन्होंने		ne		ne
कहा		yA		yA
कि		UNK		UNK
वह		0		0
क़ायदेआज़म		0		0
मुहम्मद		0		0
अली		0		0
जिन्ना		0		0
की		UNK		UNK
मज़ार		0		0
पर		UNK		UNK
भी		UNK		UNK
जाएंगे		gA		gA
।		UNK		UNK
उन्होंने		ne		ne
बताया		yA		yA
कि		UNK		UNK
पाकिस्तान		0		0
का		UNK		UNK
मेहमान		0		0
होने		nA		nA
के		UNK		UNK
नाते		UNK		UNK
वे		0		0
मज़ार		0		0
के		UNK		UNK
दर्शन		0		0
के		UNK		UNK
मेज़बान		0		0
के		UNK		UNK
सुझाव		0		0
की		UNK		UNK
अवहेलना		0		0
नहीं		UNK		UNK
कर		0		0
सकते		wA		wA
।		UNK		UNK
सिंह		0		0
ने		UNK		UNK
कहा		yA		yA
कि		UNK		UNK
उन्होंने		ne		ne
अपनी		0		0
यात्रा		0		0
की		UNK		UNK
जानकारी		0		0
पार्टी		0		0
नेताओं		0		0
को		UNK		UNK
दे		0		0
दी		yA		yA
है		hE		hE
।		UNK		UNK
लिहाज़ा		UNK		UNK
इस		UNK		UNK
यात्रा		0		0
के		UNK		UNK
लिए		UNK		UNK
पार्टी		0		0
में		UNK		UNK
किसी		0		0
तरह		0		0
का		UNK		UNK
कोई		0		0
विवाद		0		0
नहीं		UNK		UNK
है		hE		hE
।		UNK		UNK
यह		0		UNK
एक		UNK		UNK
धार्मिक		UNK		UNK
यात्रा		0		0
है		hE		hE
।		UNK		UNK
बलूचिस्तान		0		0
पर		UNK		UNK
हाल		0		0
ही		UNK		UNK
में		UNK		UNK
अमेरिका		0		0
द्वारा		UNK		UNK
की		yA		yA
गई		yA1		yA1
टिथी		0		0
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
सिंह		0		0
ने		UNK		UNK
कहा		yA		yA
कि		UNK		UNK
वह		0		0
पाकिस्तान		0		0
सरकार		0		0
और		UNK		UNK
बलूचिस्तान		0		0
की		UNK		UNK
राजनीति		0		0
में		UNK		UNK
दखल		0		0
नहीं		UNK		UNK
देंगे		gA		gA
।		UNK		UNK
यह		0		UNK
पाकिस्तान		0		0
का		UNK		UNK
निजी		UNK		UNK
मसला		0		yA
है		hE		hE
।		UNK		UNK
जिन्ना		0		0
पर		UNK		UNK
प्रस्तावित		UNK		UNK
पुस्तक		0		0
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
उन्होंने		ne		ne
कहा		yA		yA
कि		UNK		UNK
यह		0		UNK
राजनीतिक		UNK		UNK
जीवनी		0		0
होगी		gA		gA
।		UNK		UNK
उन्होंने		ne		ne
कहा		yA		yA
कि		UNK		UNK
इस		UNK		UNK
संबंध		0		0
में		UNK		UNK
शोध		0		0
जारी		UNK		UNK
है		hE		hE
और		UNK		UNK
तीर्थ		0		0
-		UNK		UNK
यात्रा		0		0
से		UNK		UNK
लौटने		nA		nA
के		UNK		UNK
बाद		UNK		UNK
मैं		0		0
पुस्तक		0		0
लिखना		nA		nA
शुरू		0		0
करूँगा		gA		gA
।		UNK		UNK
उन्होंने		ne		ne
कहा		yA		yA
कि		UNK		UNK
मैं		0		0
इतिहासकार		0		0
नहीं		UNK		UNK
हूँ		hE		hE
,		UNK		UNK
बल्कि		UNK		UNK
मौजूदा		UNK		UNK
राजनीति		0		0
का		UNK		UNK
छात्र		0		0
हूँ		hE		hE
।		UNK		UNK
पिछले		UNK		UNK
१४		0		0
जून		0		0
को		UNK		UNK
अगवा		UNK		0
किए		yA		yA
गए		yA1		yA1
छह		UNK		UNK
छोटे		UNK		UNK
व्यापारियों		0		0
की		UNK		UNK
आतंकियों		0		0
ने		UNK		UNK
बांग्लादेश		0		0
में		UNK		UNK
हत्या		0		0
कर		0		0
दी		yA		yA
।		UNK		UNK
यह		UNK		UNK
जानकारी		0		0
सोमवार		0		0
को		UNK		UNK
पुलिस		0		0
ने		UNK		UNK
दी		yA		yA
।		UNK		UNK
पुलिस		0		0
सूत्रों		0		0
ने		UNK		UNK
बताया		yA		yA
कि		UNK		UNK
२६		0		0
जुलाई		0		0
को		UNK		UNK
आतंकियों		0		0
द्वारा		UNK		UNK
मुक्त		UNK		UNK
किए		yA		yA
गए		yA1		yA1
अन्य		UNK		UNK
बंधकों		0		0
ने		UNK		UNK
उन्हें		ko		ko
यह		UNK		UNK
जानकारी		0		0
दी		yA		yA
।		UNK		UNK
जिला		0		0
मजिस्ट्रेट		0		0
ने		UNK		UNK
बताया		yA		yA
कि		UNK		UNK
रिहा		UNK		UNK
किए		yA		yA
गए		yA1		yA1
व्यापारियों		0		0
का		UNK		UNK
उत्तरी		UNK		UNK
त्रिपुरा		0		0
के		UNK		UNK
सरकारी		UNK		UNK
अस्पताल		0		0
में		UNK		UNK
इलाज		0		0
कराया		yA		yA
जा		0		0
रहा		yA		yA
है		hE		hE
।		UNK		UNK
पुलिस		0		0
ने		UNK		UNK
बताया		yA		yA
कि		UNK		UNK
आतंकियों		0		0
ने		UNK		UNK
२४		UNK		UNK
लोगों		0		0
का		UNK		UNK
अपहरण		0		0
किया		yA		yA
था		WA		WA
,		UNK		UNK
जिसमें		meM		meM
से		UNK		UNK
छह		UNK		0
की		UNK		UNK
बांग्लादेश		0		0
के		UNK		UNK
दक्षिण		0		0
पूर्व		0		0
में		UNK		UNK
स्थित		UNK		UNK
चिटगाँव		0		0
पहाड़ियों		0		0
में		UNK		UNK
हत्या		0		0
कर		0		0
दी		yA		yA
गई		yA1		yA1
।		UNK		UNK
प्रतिबंधित		UNK		UNK
आदिवासी		UNK		UNK
गुरिल्लाओं		0		0
ने		UNK		UNK
२४		UNK		0
में		UNK		UNK
१८		UNK		UNK
व्यापारियों		0		0
को		UNK		UNK
हाल		0		0
में		UNK		UNK
मुक्त		UNK		UNK
कर		0		0
दिया		yA		yA
था		WA		WA
।		UNK		UNK
इनको		ko		ko
१४		0		0
जून		0		0
को		UNK		UNK
उत्तरी		UNK		UNK
त्रिपुरा		0		0
से		UNK		UNK
अगवा		UNK		0
किया		yA		yA
गया		yA1		yA1
था		WA		WA
।		UNK		UNK
अतिरिक्त		UNK		UNK
संसाधन		0		0
जुटाने		nA		nA
की		UNK		UNK
आवश्यकता		0		0
और		UNK		UNK
चार		UNK		UNK
करोड़		UNK		UNK
लाभार्थियों		0		0
को		UNK		UNK
उनके		kA		kA
निवेश		0		0
का		UNK		UNK
बेहतर		UNK		UNK
रिटर्न		0		0
देने		nA		nA
के		UNK		UNK
लिए		UNK		UNK
कर्मचारी		0		0
भविष्य		0		0
निधि		0		0
संगठन		0		0
(		UNK		UNK
ईपीएफओ		0		0
)		UNK		UNK
के		UNK		UNK
बोर्ड		0		0
ने		UNK		UNK
सोमवार		0		0
को		UNK		UNK
अंतर्राष्ट्रीय		UNK		UNK
सलाहकार		0		0
फर्म		0		0
मर्सर		0		0
को		UNK		UNK
नियुक्त		UNK		UNK
किया		yA		yA
है		hE		hE
।		UNK		UNK
यह		UNK		UNK
फर्म		0		0
बहुत		UNK		UNK
आकर्षक		UNK		UNK
निवेश		0		0
रणनीति		0		0
बनाने		nA		nA
में		UNK		UNK
ईपीएफओ		0		0
की		UNK		UNK
मदद		0		0
करेगी		gA		gA
।		UNK		UNK
नियुक्ति		0		0
के		UNK		UNK
चार		UNK		UNK
माह		0		0
के		UNK		UNK
भीतर		UNK		UNK
मर्सर		0		0
को		UNK		UNK
अपनी		0		0
रिपोर्ट		0		0
देनी		nA		nA
है		hE		hE
और		UNK		UNK
इसे		ko		ko
सिर्फ		UNK		UNK
एक		UNK		UNK
ही		UNK		UNK
बार		0		0
में		UNK		UNK
३४		UNK		UNK
लाख		UNK		UNK
फीस		0		0
दी		yA		yA
जाएगी		gA		gA
।		UNK		UNK
सीबीटी		0		0
के		UNK		UNK
इस		UNK		UNK
फैसले		0		0
का		UNK		UNK
ज्यादातर		UNK		UNK
श्रमिक		0		UNK
संगठनों		0		0
ने		UNK		UNK
विरोध		0		0
किया		yA		yA
।		UNK		UNK
श्रमिक		0		UNK
संगठनों		0		0
का		UNK		UNK
कहना		nA		nA
था		WA		WA
कि		UNK		UNK
यह		UNK		UNK
फैसला		0		0
तो		UNK		UNK
वित्त		0		0
मंत्रालय		0		0
पर		UNK		UNK
छोड़		0		0
देना		nA		nA
चाहिए		0		0
जो		0		0
ईपीएफ		0		0
निवेश		0		0
की		UNK		UNK
मंजूरी		0		0
देता		wA		wA
है		hE		hE
।		UNK		UNK
श्रम		0		0
मंत्री		0		0
के.		0		0
चंद्रशेखर		0		0
राव		0		0
ने		UNK		UNK
सोमवार		0		0
को		UNK		UNK
पत्रकारों		0		0
को		UNK		UNK
बताया		yA		yA
कि		UNK		UNK
हमने		ne		ne
मर्सर		0		0
मानव		0		0
संसाधन		0		0
सलाहकार		0		0
को		UNK		UNK
निवेश		0		0
पैटर्न		0		0
बेहतर		UNK		UNK
बनाने		nA		nA
के		UNK		UNK
संबंध		UNK		UNK
में		UNK		UNK
सुझाव		0		0
देने		nA		nA
को		UNK		UNK
कहा		yA		yA
है		hE		hE
।		UNK		UNK
यह		0		0
पूछे		yA		yA
जाने		nA		nA
पर		UNK		UNK
कि		UNK		UNK
ईपीएफ		0		0
ब्याज		0		0
दर		0		0
९.५		UNK		UNK
फीसदी		0		0
करने		nA		nA
के		UNK		UNK
बाद		UNK		UNK
९२७		UNK		UNK
करोड़		UNK		UNK
के		UNK		UNK
घाटे		0		0
को		UNK		UNK
सरकार		0		0
किस		UNK		UNK
तरह		0		0
पूरा		UNK		UNK
करेगी		gA		gA
राव		0		0
ने		UNK		UNK
कहा		yA		yA
,		UNK		UNK
सरकार		0		0
इस		UNK		UNK
पैसे		0		0
का		UNK		UNK
इंतजाम		0		0
करेगी		gA		gA
।		UNK		UNK
लोगों		0		0
को		UNK		UNK
अब		UNK		UNK
इस		0		0
बारे		UNK		UNK
में		UNK		UNK
चिंता		0		0
छोड़		0		0
देनी		nA		nA
चाहिए		0		0
।		UNK		UNK
उन्होंने		ne		ne
बार		UNK		0
-		UNK		UNK
बार		UNK		0
पूछे		yA		yA
जाने		nA		nA
के		UNK		UNK
बावजूद		UNK		UNK
इन		UNK		UNK
सवालों		0		0
को		UNK		UNK
टाल		0		0
दिया		yA		yA
कि		UNK		UNK
इससे		se		se
उबरने		nA		nA
के		UNK		UNK
लिए		UNK		UNK
क्या		UNK		UNK
ईपीएफओ		0		0
वित्त		0		0
मंत्रालय		0		0
के		UNK		UNK
पास		UNK		UNK
जाएगा		gA		gA
या		UNK		UNK
फिर		UNK		UNK
मार्च		0		0
में		UNK		UNK
होने		nA		nA
वाली		UNK		UNK
सीबीटी		0		0
बैठक		0		0
में		UNK		UNK
अतिरिक्त		UNK		UNK
संसाधन		0		0
जुटाने		nA		nA
के		UNK		UNK
मुद्दे		0		0
पर		UNK		UNK
विचार		0		0
होगा		gA		gA
।		UNK		UNK
क्योंकि		UNK		UNK
अभी		UNK		UNK
चुनाव		0		0
आचार		0		0
संहिता		0		0
लागू		UNK		UNK
होने		nA		nA
के		UNK		UNK
कारण		UNK		UNK
इस		UNK		UNK
संबंध		0		0
में		UNK		UNK
कोई		0		0
घोषणा		0		0
नहीं		UNK		UNK
हो		0		0
सकती		wA		wA
।		UNK		UNK
श्रम		0		0
मंत्री		0		0
राव		0		0
ने		UNK		UNK
बताया		yA		yA
कि		UNK		UNK
मर्सर		0		0
की		UNK		UNK
रिपोर्ट		0		0
पर		UNK		UNK
सीबीटी		0		0
निवेश		0		0
पैटर्न		0		0
को		UNK		UNK
पुनर्गठित		UNK		UNK
करने		nA		nA
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
अपना		0		0
निर्णय		0		0
लेगा		gA		gA
।		UNK		UNK
इसमें		meM		meM
इक्विटी		0		0
,		UNK		UNK
डाकघर		0		0
में		UNK		UNK
जमा		0		0
और		UNK		UNK
एनएससी		0		0
में		UNK		UNK
निवेश		0		0
शामिल		UNK		UNK
हैं		hE		hE
।		UNK		UNK
सूत्रों		0		0
ने		UNK		UNK
बताया		yA		yA
कि		UNK		UNK
अतिरिक्त		UNK		UNK
संसाधन		0		0
जुटाने		nA		nA
के		UNK		UNK
प्रयासों		0		0
के		UNK		UNK
तहत		UNK		UNK
ही		UNK		UNK
पीएफ		0		0
जमा		UNK		UNK
न		UNK		UNK
कराने		nA		nA
वाली		UNK		UNK
संस्थाओं		0		0
से		UNK		UNK
एरियर		0		0
वसूलने		nA		nA
के		UNK		UNK
लिए		UNK		UNK
बाकायदा		UNK		UNK
विशेष		UNK		UNK
अभियान		0		0
छेड़ा		yA		yA
जाएगा		gA		gA
।		UNK		UNK
सीबीटी		0		0
बैठक		0		0
में		UNK		UNK
कर्मचारी		0		0
पेंशन		0		0
योजना		0		0
की		UNK		UNK
मूल्यांकन		0		0
रिपोर्ट		0		0
पर		UNK		UNK
विचार		0		0
किया		yA		yA
गया		yA1		yA1
।		UNK		UNK
बताया		yA		yA
जाता		wA		wA
है		hE		hE
कि		UNK		UNK
रिपोर्ट		0		0
में		UNK		UNK
घाटा		0		0
दिखाया		yA		yA
गया		yA1		yA1
है		hE		hE
।		UNK		UNK
इसका		kA		kA
कारण		0		0
बताते		wA		wA
हुए		yA		yA
कहा		yA		yA
गया		yA1		yA1
है		hE		hE
कि		UNK		UNK
ब्याज		0		0
दरों		0		0
में		UNK		UNK
बढ़ोतरी		0		0
और		UNK		UNK
न्यूनतम		UNK		UNK
वेतन		0		0
की		UNK		UNK
सीमा		0		0
५०००		UNK		UNK
से		UNK		UNK
६५००		UNK		UNK
किए		yA		yA
जाने		nA		nA
के		UNK		UNK
कारण		UNK		UNK
