Word		Original_feature		Predicted_feature
उत्पादन		d		d
हुआ		UNK		UNK
था		UNK		UNK
।		UNK		UNK
मंत्रालय		o		o
का		d		d
कहना		d		d
है		UNK		UNK
कि		UNK		UNK
इस		o		o
साल		o		d
मूँगफली		o		o
का		d		d
उत्पादन		d		d
59.4		any		any
लाख		any		any
टन		d		d
NULL		UNK		UNK
और		UNK		UNK
सोयाबीन		o		o
का		d		d
65.8		any		any
लाख		any		any
टन		d		d
होने		o		o
की		d		d
संभावना		d		d
है		UNK		UNK
।		UNK		UNK
बैजोरिया		o		o
का		d		d
कहना		d		d
है		UNK		UNK
कि		UNK		UNK
इन		o		o
आँकड़ों		o		o
में		UNK		UNK
अंतर		o		o
का		d		d
असर		d		d
तिलहन		o		o
की		o		o
कीमतों		o		o
पर		UNK		UNK
नहीं		UNK		UNK
पड़ता		UNK		UNK
है		UNK		UNK
।		UNK		UNK
उनका		o		o
कहना		d		d
है		UNK		UNK
कि		UNK		UNK
उनके		o		o
पास		d		d
ये		d		d
आँकड़ें		d		d
स्थानीय		o		o
स्तर		o		o
पर		UNK		UNK
आते		UNK		UNK
हैं		UNK		UNK
जो		d		d
पूरी		o		o
तरह		o		o
से		UNK		UNK
सही		UNK		UNK
होते		UNK		UNK
हैं		UNK		UNK
।		UNK		UNK
पाकिस्तान		d		d
क्रिकेट		d		d
बोर्ड		o		o
(		UNK		UNK
पीसीबी		o		o
)		UNK		UNK
ने		UNK		UNK
भारत		d		d
-		UNK		UNK
पाकिस्तान		d		d
क्रिकेट		d		d
मैच		d		d
देखने		o		o
के		UNK		UNK
लिए		UNK		UNK
कांग्रेस		d		d
सांसद		o		o
राहुल		d		d
गांधी		o		o
और		UNK		UNK
उनकी		o		o
बहन		o		d
प्रियंका		d		d
वाड्रा		o		o
को		UNK		UNK
निमंत्रण		d		d
भेजा		UNK		UNK
है		UNK		UNK
।		UNK		UNK
मीडिया		d		d
रिपोर्टों		o		o
के		UNK		UNK
मुताबिक		UNK		UNK
भारत		o		o
के		UNK		UNK
खिलाफ		UNK		UNK
जारी		o		o
क्रिकेट		d		d
श्रृंखला		o		o
को		UNK		UNK
देखने		o		o
के		UNK		UNK
लिए		UNK		UNK
बोर्ड		o		o
द्वारा		UNK		UNK
कांग्रेस		d		d
अध्यक्ष		d		d
सोनिया		d		d
गांधी		o		o
को		UNK		UNK
भी		UNK		UNK
निमंत्रण		d		d
भेजा		UNK		UNK
जा		UNK		UNK
सकता		UNK		UNK
है		UNK		UNK
।		UNK		UNK
पीसीबी		d		d
निदेशक		o		o
(		UNK		UNK
बोर्ड		d		d
ऑपरेशंस		d		o
)		UNK		UNK
अब्बास		d		d
जैदी		o		o
के		o		o
हवाले		o		o
से		UNK		UNK
एक		any		any
लोकल		o		d
टीवी		d		d
चैनल		o		o
ने		UNK		UNK
बताया		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
बोर्ड		o		o
के		o		o
चेयरमैन		o		d
शहरयार		d		d
खान		o		o
ने		UNK		UNK
पाकिस्तान		o		o
में		UNK		UNK
जारी		o		o
क्रिकेट		d		d
मैचों		o		o
को		UNK		UNK
देखने		o		o
के		UNK		UNK
लिए		UNK		UNK
राहुल		o		d
व		UNK		UNK
प्रियंका		o		o
को		UNK		UNK
निमंत्रण		d		d
भेजा		UNK		UNK
है		UNK		UNK
।		UNK		UNK
'		UNK		UNK
दी		d		d
न्यूज		o		o
'		UNK		UNK
के		UNK		UNK
मुताबिक		UNK		UNK
बोर्ड		o		o
द्वारा		UNK		UNK
सोनिया		o		o
को		UNK		UNK
भी		UNK		UNK
निमंत्रण		d		d
भेजे		UNK		UNK
जाने		o		o
की		d		d
संभावना		d		d
है		UNK		UNK
।		UNK		UNK
उपर्युक्त		o		o
लोगों		o		o
के		UNK		UNK
अलावा		UNK		UNK
कराची		o		o
में		UNK		UNK
होने		o		o
वाले		o		o
तीसरे		o		o
टेस्ट		o		o
व		UNK		UNK
उसके		o		o
बाद		d		d
पांच		any		any
एक		any		any
दिवसीय		o		o
मैचों		o		o
को		UNK		UNK
देखने		o		o
के		UNK		UNK
लिए		UNK		UNK
कुछ		UNK		UNK
पूर्व		o		o
टेस्ट		d		d
खिलाड़ियों		o		o
को		UNK		UNK
भी		UNK		UNK
आमंत्रित		UNK		UNK
किया		UNK		UNK
गया		UNK		UNK
है		UNK		UNK
।		UNK		UNK
राज्यसभा		o		o
में		UNK		UNK
विपक्ष		o		o
के		o		o
नेता		o		o
जसवंत		d		d
सिंह		o		o
ने		UNK		UNK
शनिवार		o		o
को		UNK		UNK
तीर्थ		d		d
-		UNK		UNK
यात्रा		o		o
पर		UNK		UNK
पाकिस्तान		d		d
जाने		o		o
की		d		d
घोषणा		d		d
की		UNK		UNK
।		UNK		UNK
यात्रा		o		o
के		UNK		UNK
दौरान		d		d
वे		d		d
मोहम्मद		d		d
अली		d		d
जिन्ना		o		o
की		o		o
मज़ार		o		o
पर		UNK		UNK
भी		UNK		UNK
जाएँगे		UNK		UNK
।		UNK		UNK
लगभग		UNK		UNK
एक		any		any
साल		d		d
पूर्व		d		o
भाजपा		o		o
के		o		o
वरिष्ठ		o		o
नेता		o		o
एल.		d		d
के.		d		d
आडवाणी		o		o
द्वारा		UNK		UNK
जिन्ना		o		o
की		o		o
मज़ार		o		o
पर		UNK		UNK
दिए		UNK		UNK
बयान		o		o
से		UNK		UNK
भाजपा		o		o
में		UNK		UNK
तूफान		d		d
उठ		UNK		UNK
गया		UNK		UNK
था		UNK		UNK
।		UNK		UNK
अंततः		UNK		d
पार्टी		o		o
के		o		o
अध्यक्ष		d		o
पद		o		o
से		UNK		UNK
आडवाणी		o		o
को		UNK		UNK
इस्तीफा		d		d
देने		o		o
पर		UNK		UNK
मजबूर		UNK		UNK
होना		UNK		UNK
पड़ा		UNK		UNK
।		UNK		UNK
यहाँ		d		d
संवाददाताओं		o		o
से		UNK		UNK
सिंह		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
वे		d		d
बलूचिस्तान		o		o
में		UNK		UNK
स्थित		o		o
हिंगलाज		d		d
माता		o		o
के		o		o
शक्तिपीठ		o		o
का		d		d
दर्शन		d		d
करेंगे		UNK		UNK
।		UNK		UNK
३०		d		d
जनवरी		o		o
को		UNK		UNK
शुरू		d		d
होकर		UNK		UNK
उनकी		o		o
यात्रा		d		d
एक		any		any
हफ्ते		o		o
में		UNK		UNK
समाप्त		UNK		UNK
होगी		UNK		UNK
।		UNK		UNK
इस		o		o
दौरान		d		d
वे		d		d
शहबाज		d		d
कलंदर		o		o
की		o		o
दरगाह		o		o
पर		UNK		UNK
भी		UNK		UNK
जाएँगे		UNK		UNK
और		UNK		UNK
जागीर		o		o
व		UNK		UNK
उमरकोट		o		o
में		UNK		UNK
अपने		o		o
संबंधियों		o		o
से		UNK		UNK
मिलेंगे		UNK		UNK
।		UNK		UNK
यात्रा		o		o
में		UNK		UNK
तक़रीबन		UNK		UNK
१००		any		any
श्रद्धालु		d		d
उनके		o		o
साथ		d		d
होंगे		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
कहा		UNK		UNK
कि		UNK		UNK
पाकिस्तान		o		o
के		o		o
राष्ट्रपति		o		o
परवेज़		d		d
मुशर्रफ		o		o
के		o		o
सहयोग		o		o
से		UNK		UNK
मेरी		o		o
यात्रा		d		d
संभव		UNK		UNK
हुई		UNK		UNK
है		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
व्यक्तिगत		d		d
रुचि		d		d
लेकर		UNK		UNK
मेरी		o		o
यात्रा		o		o
की		d		d
अड़चनें		d		d
दूर		d		d
करने		o		o
का		d		d
प्रयास		d		d
किया		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
कहा		UNK		UNK
कि		UNK		UNK
वह		d		d
क़ायदेआज़म		d		d
मुहम्मद		d		d
अली		d		d
जिन्ना		o		o
की		o		o
मज़ार		o		o
पर		UNK		UNK
भी		UNK		UNK
जाएंगे		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
बताया		UNK		UNK
कि		UNK		UNK
पाकिस्तान		o		o
का		d		d
मेहमान		d		d
होने		o		o
के		o		UNK
नाते		o		o
वे		d		d
मज़ार		o		o
के		o		o
दर्शन		o		o
के		o		o
मेज़बान		o		o
के		o		o
सुझाव		o		o
की		d		d
अवहेलना		d		d
नहीं		UNK		UNK
कर		UNK		UNK
सकते		UNK		UNK
।		UNK		UNK
सिंह		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
उन्होंने		o		o
अपनी		o		o
यात्रा		o		o
की		d		o
जानकारी		d		d
पार्टी		d		d
नेताओं		o		o
को		UNK		UNK
दे		UNK		UNK
दी		UNK		UNK
है		UNK		UNK
।		UNK		UNK
लिहाज़ा		UNK		UNK
इस		o		o
यात्रा		o		o
के		UNK		UNK
लिए		UNK		UNK
पार्टी		o		o
में		UNK		UNK
किसी		o		o
तरह		o		o
का		d		d
कोई		d		d
विवाद		d		d
नहीं		UNK		UNK
है		UNK		UNK
।		UNK		UNK
यह		d		d
एक		any		any
धार्मिक		d		d
यात्रा		d		d
है		UNK		UNK
।		UNK		UNK
बलूचिस्तान		o		o
पर		UNK		UNK
हाल		o		d
ही		UNK		UNK
में		UNK		UNK
अमेरिका		o		o
द्वारा		UNK		UNK
की		UNK		UNK
गई		UNK		UNK
टिथी		o		o
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
सिंह		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
वह		d		d
पाकिस्तान		d		d
सरकार		o		o
और		UNK		UNK
बलूचिस्तान		o		o
की		o		o
राजनीति		o		o
में		UNK		UNK
दखल		d		d
नहीं		UNK		UNK
देंगे		UNK		UNK
।		UNK		UNK
यह		d		d
पाकिस्तान		o		o
का		d		d
निजी		d		d
मसला		d		UNK
है		UNK		UNK
।		UNK		UNK
जिन्ना		o		o
पर		UNK		UNK
प्रस्तावित		o		o
पुस्तक		o		o
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
उन्होंने		o		o
कहा		UNK		UNK
कि		UNK		UNK
यह		d		d
राजनीतिक		d		d
जीवनी		d		d
होगी		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
कहा		UNK		UNK
कि		UNK		UNK
इस		o		o
संबंध		o		o
में		UNK		UNK
शोध		d		d
जारी		UNK		UNK
है		UNK		UNK
और		UNK		UNK
तीर्थ		d		d
-		UNK		UNK
यात्रा		o		o
से		UNK		UNK
लौटने		o		o
के		UNK		UNK
बाद		d		d
मैं		d		d
पुस्तक		d		d
लिखना		d		d
शुरू		d		d
करूँगा		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
कहा		UNK		UNK
कि		UNK		UNK
मैं		d		d
इतिहासकार		d		d
नहीं		UNK		UNK
हूँ		UNK		UNK
,		UNK		UNK
बल्कि		UNK		UNK
मौजूदा		o		o
राजनीति		o		o
का		d		d
छात्र		d		d
हूँ		UNK		UNK
।		UNK		UNK
पिछले		o		o
१४		d		d
जून		o		o
को		UNK		UNK
अगवा		UNK		UNK
किए		UNK		UNK
गए		UNK		UNK
छह		any		any
छोटे		o		o
व्यापारियों		o		o
की		d		o
आतंकियों		o		o
ने		UNK		UNK
बांग्लादेश		o		o
में		UNK		UNK
हत्या		d		d
कर		d		UNK
दी		UNK		UNK
।		UNK		UNK
यह		d		d
जानकारी		d		d
सोमवार		o		o
को		UNK		UNK
पुलिस		o		o
ने		UNK		UNK
दी		UNK		UNK
।		UNK		UNK
पुलिस		d		d
सूत्रों		o		o
ने		UNK		UNK
बताया		UNK		UNK
कि		UNK		UNK
२६		d		d
जुलाई		o		o
को		UNK		UNK
आतंकियों		o		o
द्वारा		UNK		UNK
मुक्त		UNK		UNK
किए		UNK		UNK
गए		UNK		UNK
अन्य		o		o
बंधकों		o		o
ने		UNK		UNK
उन्हें		o		o
यह		d		d
जानकारी		d		d
दी		UNK		UNK
।		UNK		UNK
जिला		d		d
मजिस्ट्रेट		o		o
ने		UNK		UNK
बताया		UNK		UNK
कि		UNK		UNK
रिहा		UNK		UNK
किए		UNK		UNK
गए		UNK		UNK
व्यापारियों		o		o
का		d		d
उत्तरी		o		o
त्रिपुरा		o		o
के		o		o
सरकारी		o		o
अस्पताल		o		o
में		UNK		UNK
इलाज		d		d
कराया		UNK		UNK
जा		UNK		UNK
रहा		UNK		UNK
है		UNK		UNK
।		UNK		UNK
पुलिस		o		o
ने		UNK		UNK
बताया		UNK		UNK
कि		UNK		UNK
आतंकियों		o		o
ने		UNK		UNK
२४		any		any
लोगों		o		o
का		d		d
अपहरण		d		d
किया		UNK		UNK
था		UNK		UNK
,		UNK		UNK
जिसमें		o		o
से		UNK		UNK
छह		o		o
की		d		o
बांग्लादेश		o		o
के		o		o
दक्षिण		d		d
पूर्व		o		o
में		UNK		UNK
स्थित		o		o
चिटगाँव		d		d
पहाड़ियों		o		o
में		UNK		UNK
हत्या		d		d
कर		UNK		UNK
दी		UNK		UNK
गई		UNK		UNK
।		UNK		UNK
प्रतिबंधित		o		o
आदिवासी		o		o
गुरिल्लाओं		o		o
ने		UNK		UNK
२४		o		o
में		UNK		UNK
१८		any		any
व्यापारियों		o		o
को		UNK		UNK
हाल		o		o
में		UNK		UNK
मुक्त		UNK		UNK
कर		UNK		UNK
दिया		UNK		UNK
था		UNK		UNK
।		UNK		UNK
इनको		o		o
१४		d		d
जून		o		o
को		UNK		UNK
उत्तरी		o		o
त्रिपुरा		o		o
से		UNK		UNK
अगवा		UNK		UNK
किया		UNK		UNK
गया		UNK		UNK
था		UNK		UNK
।		UNK		UNK
अतिरिक्त		d		d
संसाधन		d		d
जुटाने		o		o
की		o		d
आवश्यकता		o		o
और		UNK		UNK
चार		any		any
करोड़		any		any
लाभार्थियों		o		o
को		UNK		UNK
उनके		o		o
निवेश		o		o
का		d		d
बेहतर		d		d
रिटर्न		d		d
देने		o		o
के		UNK		UNK
लिए		UNK		UNK
कर्मचारी		d		d
भविष्य		d		d
निधि		d		d
संगठन		o		o
(		UNK		UNK
ईपीएफओ		o		o
)		UNK		UNK
के		o		o
बोर्ड		o		o
ने		UNK		UNK
सोमवार		o		o
को		UNK		UNK
अंतर्राष्ट्रीय		o		o
सलाहकार		d		d
फर्म		o		d
मर्सर		o		o
को		UNK		UNK
नियुक्त		UNK		UNK
किया		UNK		UNK
है		UNK		UNK
।		UNK		UNK
यह		d		d
फर्म		d		d
बहुत		UNK		UNK
आकर्षक		d		o
निवेश		d		d
रणनीति		d		d
बनाने		o		o
में		UNK		UNK
ईपीएफओ		o		o
की		d		d
मदद		d		d
करेगी		UNK		UNK
।		UNK		UNK
नियुक्ति		o		o
के		o		o
चार		any		any
माह		o		o
के		UNK		UNK
भीतर		d		d
मर्सर		o		o
को		UNK		UNK
अपनी		d		d
रिपोर्ट		d		d
देनी		UNK		UNK
है		UNK		UNK
और		UNK		UNK
इसे		o		o
सिर्फ		UNK		UNK
एक		any		any
ही		UNK		UNK
बार		o		o
में		UNK		UNK
३४		any		any
लाख		any		any
फीस		d		UNK
दी		UNK		UNK
जाएगी		UNK		UNK
।		UNK		UNK
सीबीटी		o		o
के		o		o
इस		o		o
फैसले		o		o
का		d		d
ज्यादातर		o		o
श्रमिक		d		o
संगठनों		o		o
ने		UNK		UNK
विरोध		d		d
किया		UNK		UNK
।		UNK		UNK
श्रमिक		d		o
संगठनों		o		o
का		d		d
कहना		d		d
था		UNK		UNK
कि		UNK		UNK
यह		d		d
फैसला		d		d
तो		UNK		UNK
वित्त		d		d
मंत्रालय		o		o
पर		UNK		UNK
छोड़		UNK		UNK
देना		UNK		UNK
चाहिए		UNK		UNK
जो		d		d
ईपीएफ		d		d
निवेश		o		o
की		d		d
मंजूरी		d		d
देता		UNK		UNK
है		UNK		UNK
।		UNK		UNK
श्रम		d		d
मंत्री		d		d
के.		d		d
चंद्रशेखर		d		d
राव		o		o
ने		UNK		UNK
सोमवार		o		o
को		UNK		UNK
पत्रकारों		o		o
को		UNK		UNK
बताया		UNK		UNK
कि		UNK		UNK
हमने		o		o
मर्सर		d		d
मानव		d		d
संसाधन		d		d
सलाहकार		o		o
को		UNK		UNK
निवेश		d		d
पैटर्न		d		d
बेहतर		UNK		UNK
बनाने		o		o
के		o		o
संबंध		o		o
में		UNK		UNK
सुझाव		d		d
देने		o		o
को		UNK		UNK
कहा		UNK		UNK
है		UNK		UNK
।		UNK		UNK
यह		d		d
पूछे		UNK		UNK
जाने		o		o
पर		UNK		UNK
कि		UNK		UNK
ईपीएफ		d		d
ब्याज		d		d
दर		d		d
९.५		any		any
फीसदी		d		d
करने		o		o
के		UNK		UNK
बाद		d		d
९२७		any		any
करोड़		o		o
के		o		o
घाटे		o		o
को		UNK		UNK
सरकार		d		d
किस		o		UNK
तरह		d		d
पूरा		UNK		UNK
करेगी		UNK		UNK
राव		o		o
ने		UNK		UNK
कहा		UNK		UNK
,		UNK		UNK
सरकार		d		d
इस		o		o
पैसे		o		o
का		d		d
इंतजाम		d		d
करेगी		UNK		UNK
।		UNK		UNK
लोगों		o		o
को		UNK		UNK
अब		d		d
इस		o		o
बारे		UNK		UNK
में		UNK		UNK
चिंता		d		d
छोड़		UNK		UNK
देनी		UNK		UNK
चाहिए		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
बार		UNK		d
-		UNK		UNK
बार		UNK		d
पूछे		UNK		UNK
जाने		o		o
के		UNK		UNK
बावजूद		UNK		UNK
इन		o		o
सवालों		o		o
को		UNK		UNK
टाल		UNK		UNK
दिया		UNK		UNK
कि		UNK		UNK
इससे		o		o
उबरने		o		o
के		UNK		UNK
लिए		UNK		UNK
क्या		UNK		UNK
ईपीएफओ		d		d
वित्त		d		d
मंत्रालय		o		o
के		UNK		UNK
पास		d		d
जाएगा		UNK		UNK
या		UNK		UNK
फिर		UNK		UNK
मार्च		o		o
में		UNK		UNK
होने		o		o
वाली		o		o
सीबीटी		d		d
बैठक		o		o
में		UNK		UNK
अतिरिक्त		d		d
संसाधन		d		d
जुटाने		o		o
के		o		o
मुद्दे		o		o
पर		UNK		UNK
विचार		d		d
होगा		UNK		UNK
।		UNK		UNK
क्योंकि		UNK		UNK
अभी		d		d
चुनाव		d		d
आचार		d		d
संहिता		d		d
लागू		UNK		UNK
होने		o		o
के		o		o
कारण		o		o
इस		o		o
संबंध		o		o
में		UNK		UNK
कोई		d		d
घोषणा		d		d
नहीं		UNK		UNK
हो		UNK		UNK
सकती		UNK		UNK
।		UNK		UNK
श्रम		d		d
मंत्री		d		d
राव		o		o
ने		UNK		UNK
बताया		UNK		UNK
कि		UNK		UNK
मर्सर		o		o
की		o		o
रिपोर्ट		o		o
पर		UNK		UNK
सीबीटी		d		d
निवेश		d		d
पैटर्न		o		o
को		UNK		UNK
पुनर्गठित		UNK		UNK
करने		o		o
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
अपना		d		d
निर्णय		d		d
लेगा		UNK		UNK
।		UNK		UNK
इसमें		o		o
इक्विटी		d		o
,		UNK		UNK
डाकघर		o		o
में		UNK		UNK
जमा		d		o
और		UNK		UNK
एनएससी		o		o
में		UNK		UNK
निवेश		d		d
शामिल		UNK		UNK
हैं		UNK		UNK
।		UNK		UNK
सूत्रों		o		o
ने		UNK		UNK
बताया		UNK		UNK
कि		UNK		UNK
अतिरिक्त		d		d
संसाधन		d		d
जुटाने		o		o
के		o		o
प्रयासों		o		o
के		UNK		UNK
तहत		UNK		UNK
ही		UNK		UNK
पीएफ		d		d
जमा		UNK		UNK
न		UNK		UNK
कराने		o		o
वाली		o		o
संस्थाओं		o		o
से		UNK		UNK
एरियर		d		d
वसूलने		o		o
के		UNK		UNK
लिए		UNK		UNK
बाकायदा		UNK		UNK
विशेष		d		o
अभियान		d		d
छेड़ा		UNK		UNK
जाएगा		UNK		UNK
।		UNK		UNK
सीबीटी		d		d
बैठक		o		o
में		UNK		UNK
कर्मचारी		d		d
पेंशन		d		d
योजना		o		o
की		o		o
मूल्यांकन		d		d
रिपोर्ट		o		o
पर		UNK		UNK
विचार		d		d
किया		UNK		UNK
गया		UNK		UNK
।		UNK		UNK
बताया		UNK		UNK
जाता		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
रिपोर्ट		o		o
में		UNK		UNK
घाटा		d		d
दिखाया		UNK		UNK
गया		UNK		UNK
है		UNK		UNK
।		UNK		UNK
इसका		o		o
कारण		d		d
बताते		UNK		UNK
हुए		UNK		UNK
कहा		UNK		UNK
गया		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
ब्याज		d		d
दरों		o		o
में		UNK		UNK
बढ़ोतरी		o		o
और		UNK		UNK
न्यूनतम		o		o
वेतन		o		o
की		d		d
सीमा		d		d
५०००		o		o
से		UNK		UNK
६५००		any		any
किए		UNK		UNK
जाने		o		o
के		o		o
कारण		o		o
यह		d		d
घाटा		d		UNK
हुआ		UNK		UNK
है		UNK		UNK
।		UNK		UNK
प्रधानमंत्री		d		d
पद		d		d
संभालने		o		o
के		UNK		UNK
बाद		d		d
डॉ.		d		d
मनमोहन		d		d
सिंह		d		d
अपनी		o		o
राजनीतिक		o		o
यात्रा		o		o
का		d		d
सिलसिला		d		d
आंध्र		d		d
प्रदेश		o		o
से		UNK		UNK
शुरू		d		d
करेंगे		UNK		UNK
।		UNK		UNK
वह		d		d
अगले		o		o
कुछ		UNK		UNK
दिनों		o		o
में		UNK		UNK
ही		UNK		UNK
आंध्र		d		d
प्रदेश		o		o
की		o		o
यात्रा		o		o
पर		UNK		UNK
जाने		o		o
की		o		o
तैयारी		o		o
में		UNK		UNK
हैं		UNK		UNK
।		UNK		UNK
आंध्र		o		o
के		d		o
सूखा		d		d
-		UNK		UNK
ग्रस्त		d		d
इलाके		d		d
उनकी		o		o
इस		o		o
यात्रा		o		o
में		UNK		UNK
अहम्		UNK		UNK
होंगे		UNK		UNK
।		UNK		UNK
जिनमें		o		o
रायलसीमा		d		o
,		UNK		UNK
तेलंगाना		d		o
और		UNK		UNK
तटीय		d		o
आंध्र		d		d
प्रदेश		d		d
उनके		o		o
कार्यक्रम		o		o
में		UNK		UNK
शरीक		d		d
करने		o		o
के		d		d
प्रयास		d		d
